target,1rank,2rank,3rank,4rank,5rank,6rank,7rank,8rank,9rank
2039,2039,1371,2550,113,388,1908,2387,1495,198
682,671,682,1937,1227,163,1851,1104,1907,545
2645,2645,104,645,549,470,836,421,775,612
1783,1157,1783,986,1434,715,500,1231,1125,853
2314,2314,390,2292,1525,100,739,1664,1090,1152
2672,2672,1504,678,338,214,2659,353,2062,43
821,821,1463,1638,539,149,1744,2143,2182,337
2261,2261,1202,1466,1498,2423,1063,1487,206,1269
164,164,78,63,1942,2049,212,1376,1963,58
454,454,1303,2621,561,2455,673,1836,890,776
2245,2245,721,1260,1101,333,2222,2007,2558,2515
720,720,2587,187,1740,2362,346,1146,1035,2218
51,58,1963,637,51,1535,1848,972,2367,2112
2252,2252,835,537,704,471,2239,217,1726,706
417,994,417,2347,1830,558,450,1121,153,25
469,469,1960,1421,2259,2654,2118,24,1098,1104
1863,1863,2081,2593,2175,1946,1097,2025,1019,1854
2655,2655,476,1197,924,640,1489,2148,1283,2137
7,7,1485,541,680,681,737,16,80,347
501,501,947,2353,260,992,603,2693,1525,277
1420,1750,257,638,1828,2,47,1233,583,846
2121,2121,251,2057,2054,2445,1697,92,1318,1493
1304,1790,1941,361,1304,843,1224,28,2083,2507
1884,1884,858,1125,461,500,1157,1783,2669,2111
1832,1362,1832,694,2416,1817,227,1577,165,2703
263,263,51,1535,314,972,58,1548,637,2723
2404,1491,2394,2367,2404,1063,206,2730,1302,1265
991,991,2705,2195,946,1019,1265,1381,830,184
1573,1143,2202,1171,1573,149,1818,442,1991,337
1572,1572,1810,2116,2632,110,1082,2598,1187,513
1574,1574,2419,1858,2199,1082,288,1627,626,1546
1575,1898,1575,67,1051,1066,1924,2171,2573,234
1571,1571,140,825,1458,2146,1020,1743,2005,657
160,160,1999,974,2204,1516,315,1604,82,125
1717,1717,440,1796,203,1348,911,2152,917,2048
1054,1054,796,2413,1652,2732,1375,905,1113,2220
2457,2457,1400,1803,1257,1111,2698,2000,2142,374
620,620,159,2650,427,2546,823,9,436,822
386,386,1870,640,2658,2344,220,652,554,1283
246,430,246,1247,1450,2598,481,779,208,1649
262,262,1719,506,640,16,1347,2606,1180,2156
1160,2138,1160,809,982,938,612,1997,1867,1557
2578,2578,273,2027,338,909,1429,201,1723,535
735,735,2484,2489,1501,1988,1537,1773,1110,641
2217,773,2217,1765,562,2106,1011,992,728,260
2010,2010,2331,1958,410,1582,610,552,1881,1612
1086,1086,2281,2348,2422,2626,1105,1435,2211,2564
1363,1363,1359,2231,108,1620,171,1892,363,700
291,291,1221,1697,1005,2677,1020,2146,2386,1161
1765,1765,728,2217,1292,773,2438,655,2709,1136
1593,1593,666,2373,2235,0,2241,1628,1403,21
1654,1654,507,1923,2131,1991,1789,1876,2181,168
590,590,1136,1035,651,2218,1796,718,82,1260
2091,2091,2065,231,1534,1829,1394,2224,738,733
2089,112,2089,312,961,938,2172,213,1563,167
2090,2090,1078,1513,1411,2326,1004,908,1020,2147
373,492,1321,2144,1915,2584,373,1896,954,951
2584,492,1321,2144,1915,2584,373,1896,954,951
2105,2105,2156,1366,1058,1926,1785,1977,2685,2684
1831,1831,957,1281,1209,687,1083,1180,2606,1916
2144,492,1321,2144,1915,2584,373,1896,954,951
2032,2032,715,1233,1874,2603,1420,583,47,638
1399,1399,2582,660,1554,2528,1490,391,204,2514
582,582,1878,797,672,2532,1346,2008,1982,944
1955,1955,116,351,532,1172,2585,608,1793,2193
587,1682,587,2071,2289,973,699,2038,1873,679
208,208,2009,1531,151,734,1492,237,173,1423
1938,1938,2120,1695,2307,261,2378,446,1282,2559
2695,2695,2361,2596,2648,753,2718,1099,765,379
1673,1673,1971,486,115,960,2615,1377,2316,2092
1442,492,1321,2144,1915,2584,373,1896,954,951
1036,1036,775,404,1522,1142,2263,984,2649,2076
1035,2218,1035,590,1515,283,2587,1945,2086,1391
1443,1443,84,674,292,2723,928,1033,785,2286
260,260,992,1090,277,2638,37,908,1094,501
119,119,73,892,1841,992,260,625,527,594
272,272,2268,2018,1240,759,940,2040,2730,1649
827,943,1413,2321,2430,827,1570,1162,2679,624
633,633,434,1255,990,1780,759,2373,1943,548
2653,2653,2073,424,2575,1939,264,1129,2333,805
1942,164,78,63,1942,2049,212,1376,1963,58
1377,960,2316,1377,486,2237,1654,916,1162,1991
190,190,2285,2692,1561,1569,758,199,2084,15
893,893,1068,1434,1602,910,2398,1655,616,1745
1542,1542,1220,1100,1680,2435,111,808,1177,740
921,1398,921,2118,599,1394,733,738,2504,515
162,162,1032,898,2441,623,1060,2458,1605,556
163,163,1856,1411,1440,682,671,657,2090,1004
